รหัสยืนยัน,สถานะ,รหัส_นศ,วิเคราะห์ประเด็น,หลักฐาน,มุมมอง,เชื่อมโยง,สรุป,คะแนนรวม,จำนวนรอบ,การคัดลอก,V_ที่ได้,V_ที่ถูกต้อง,หมายเหตุ
TK-0164-44444-5R-0C-V23-D26,ไม่ถูกต้อง,164,4,4,4,4,4,20,5,0,V23,V10,V code ไม่ตรง: ได้ V23 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0622-33443-5R-0C-V14-D26,ไม่ถูกต้อง,622,3,3,4,4,3,17,5,0,V14,V97,V code ไม่ตรง: ได้ V14 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0286-44444-5R-0C-V98-D26,ไม่ถูกต้อง,286,4,4,4,4,4,20,5,0,V98,V15,V code ไม่ตรง: ได้ V98 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-0597-43444-5R-0C-V21-D26,ไม่ถูกต้อง,597,4,3,4,4,4,19,5,0,V21,V15,V code ไม่ตรง: ได้ V21 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-0079-43443-5R-0C-V14-D26,ไม่ถูกต้อง,79,4,3,4,4,3,18,5,0,V14,V06,V code ไม่ตรง: ได้ V14 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0041-43444-5R-0C-V10-D26,ไม่ถูกต้อง,41,4,3,4,4,4,19,5,0,V10,V99,V code ไม่ตรง: ได้ V10 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0141-43444-5R-0C-V77-D26,ไม่ถูกต้อง,141,4,3,4,4,4,19,5,0,V77,V00,V code ไม่ตรง: ได้ V77 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0027-44444-5R-0C-V65-D26,ไม่ถูกต้อง,27,4,4,4,4,4,20,5,0,V65,V08,V code ไม่ตรง: ได้ V65 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0029-43444-5R-0C-V02-D26,ไม่ถูกต้อง,29,4,3,4,4,4,19,5,0,V02,V05,V code ไม่ตรง: ได้ V02 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0297-33343-5R-0C-V70-D26,ไม่ถูกต้อง,297,3,3,3,4,3,16,5,0,V70,V03,V code ไม่ตรง: ได้ V70 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0529-33343-5R-0C-V72-D26,ไม่ถูกต้อง,529,3,3,3,4,3,16,5,0,V72,V01,V code ไม่ตรง: ได้ V72 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0053-43434-5R-0C-V75-D26,ไม่ถูกต้อง,53,4,3,4,3,4,18,5,0,V75,V95,V code ไม่ตรง: ได้ V75 แต่ควรเป็น V95 → อาจเป็นรหัสปลอม!
TK-0455-33444-5R-0C-V97-D26,ไม่ถูกต้อง,455,3,3,4,4,4,18,5,0,V97,V05,V code ไม่ตรง: ได้ V97 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0124-43444-5R-0C-V61-D26,ไม่ถูกต้อง,124,4,3,4,4,4,19,5,0,V61,V01,V code ไม่ตรง: ได้ V61 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-1131-33443-5R-0C-V57-D26,ไม่ถูกต้อง,1131,3,3,4,4,3,17,5,0,V57,V93,V code ไม่ตรง: ได้ V57 แต่ควรเป็น V93 → อาจเป็นรหัสปลอม!
TK-0287-44444-5R-0C-V48-D26,ไม่ถูกต้อง,287,4,4,4,4,4,20,5,0,V48,V16,V code ไม่ตรง: ได้ V48 แต่ควรเป็น V16 → อาจเป็นรหัสปลอม!
TK-0424-44444-5R-0C-V10-D26,ไม่ถูกต้อง,424,4,4,4,4,4,20,5,0,V10,V09,V code ไม่ตรง: ได้ V10 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0327-43333-6R-0C-V11-D26,ไม่ถูกต้อง,327,4,3,3,3,3,16,6,0,V11,V96,V code ไม่ตรง: ได้ V11 แต่ควรเป็น V96 → อาจเป็นรหัสปลอม!
TK-0184-43434-5R-0C-V17-D26,ไม่ถูกต้อง,184,4,3,4,3,4,18,5,0,V17,V00,V code ไม่ตรง: ได้ V17 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0305-44344-5R-0C-V96-D26,ไม่ถูกต้อง,305,4,4,3,4,4,19,5,0,V96,V05,V code ไม่ตรง: ได้ V96 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0281-33443-5R-0C-V44-D26,ไม่ถูกต้อง,281,3,3,4,4,3,17,5,0,V44,V98,V code ไม่ตรง: ได้ V44 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0177-43434-5R-0C-V41-D26,ไม่ถูกต้อง,177,4,3,4,3,4,18,5,0,V41,V02,V code ไม่ตรง: ได้ V41 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0144-33344-5R-0C-V35-D26,ไม่ถูกต้อง,144,3,3,3,4,4,17,5,0,V35,V98,V code ไม่ตรง: ได้ V35 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0383-43444-5R-0C-V42-D26,ไม่ถูกต้อง,383,4,3,4,4,4,19,5,0,V42,V08,V code ไม่ตรง: ได้ V42 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0128-43434-5R-0C-V83-D26,ไม่ถูกต้อง,128,4,3,4,3,4,18,5,0,V83,V98,V code ไม่ตรง: ได้ V83 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0055-43444-5R-0C-V62-D26,ไม่ถูกต้อง,55,4,3,4,4,4,19,5,0,V62,V04,V code ไม่ตรง: ได้ V62 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0105-43444-5R-0C-V77-D26,ไม่ถูกต้อง,105,4,3,4,4,4,19,5,0,V77,V00,V code ไม่ตรง: ได้ V77 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0356-44443-5R-0C-V49-D26,ไม่ถูกต้อง,356,4,4,4,4,3,19,5,0,V49,V09,V code ไม่ตรง: ได้ V49 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0662-43444-5R-0C-V87-D26,ไม่ถูกต้อง,662,4,3,4,4,4,19,5,0,V87,V08,V code ไม่ตรง: ได้ V87 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0272-43443-5R-0C-V36-D26,ไม่ถูกต้อง,272,4,3,4,4,3,18,5,0,V36,V01,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-2207-44444-5R-0C-V57-D26,ไม่ถูกต้อง,2207,4,4,4,4,4,20,5,0,V57,V10,V code ไม่ตรง: ได้ V57 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0140-43344-5R-0C-V31-D26,ไม่ถูกต้อง,140,4,3,3,4,4,18,5,0,V31,V97,V code ไม่ตรง: ได้ V31 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0137-43443-5R-0C-V97-D26,ไม่ถูกต้อง,137,4,3,4,4,3,18,5,0,V97,V01,V code ไม่ตรง: ได้ V97 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0744-43444-5R-0C-V21-D26,ไม่ถูกต้อง,744,4,3,4,4,4,19,5,0,V21,V09,V code ไม่ตรง: ได้ V21 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0134-44444-5R-0C-V70-D26,ไม่ถูกต้อง,134,4,4,4,4,4,20,5,0,V70,V07,V code ไม่ตรง: ได้ V70 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0236-43444-5R-0C-V62-D26,ไม่ถูกต้อง,236,4,3,4,4,4,19,5,0,V62,V05,V code ไม่ตรง: ได้ V62 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0161-43344-5R-0C-V75-D26,ไม่ถูกต้อง,161,4,3,3,4,4,18,5,0,V75,V00,V code ไม่ตรง: ได้ V75 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0129-44444-5R-0C-V23-D26,ไม่ถูกต้อง,129,4,4,4,4,4,20,5,0,V23,V11,V code ไม่ตรง: ได้ V23 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0165-33344-5R-0C-V37-D26,ไม่ถูกต้อง,165,3,3,3,4,4,17,5,0,V37,V01,V code ไม่ตรง: ได้ V37 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0150-44334-5R-0C-V40-D26,ไม่ถูกต้อง,150,4,4,3,3,4,18,5,0,V40,V96,V code ไม่ตรง: ได้ V40 แต่ควรเป็น V96 → อาจเป็นรหัสปลอม!
TK-0015-33344-5R-0C-V40-D26,ไม่ถูกต้อง,15,3,3,3,4,4,17,5,0,V40,V95,V code ไม่ตรง: ได้ V40 แต่ควรเป็น V95 → อาจเป็นรหัสปลอม!
TK-0210-44444-5R-0C-V48-D26,ไม่ถูกต้อง,210,4,4,4,4,4,20,5,0,V48,V02,V code ไม่ตรง: ได้ V48 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0341-43444-5R-0C-V48-D26,ไม่ถูกต้อง,341,4,3,4,4,4,19,5,0,V48,V02,V code ไม่ตรง: ได้ V48 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0165-43344-5R-0C-V10-D26,ไม่ถูกต้อง,165,4,3,3,4,4,18,5,0,V10,V04,V code ไม่ตรง: ได้ V10 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0028-44444-5R-0C-V69-D26,ไม่ถูกต้อง,28,4,4,4,4,4,20,5,0,V69,V09,V code ไม่ตรง: ได้ V69 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0041-33343-6R-0C-V58-D26,ไม่ถูกต้อง,41,3,3,3,4,3,16,6,0,V58,V93,V code ไม่ตรง: ได้ V58 แต่ควรเป็น V93 → อาจเป็นรหัสปลอม!
TK-0092-33434-5R-0C-V34-D26,ไม่ถูกต้อง,92,3,3,4,3,4,17,5,0,V34,V95,V code ไม่ตรง: ได้ V34 แต่ควรเป็น V95 → อาจเป็นรหัสปลอม!
TK-0232-34344-5R-0C-V16-D26,ไม่ถูกต้อง,232,3,4,3,4,4,18,5,0,V16,V01,V code ไม่ตรง: ได้ V16 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0003-44444-5R-0C-V40-D26,ไม่ถูกต้อง,3,4,4,4,4,4,20,5,0,V40,V02,V code ไม่ตรง: ได้ V40 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0098-44444-5R-0C-V20-D26,ไม่ถูกต้อง,98,4,4,4,4,4,20,5,0,V20,V16,V code ไม่ตรง: ได้ V20 แต่ควรเป็น V16 → อาจเป็นรหัสปลอม!
TK-0593-43344-5R-0C-V12-D26,ไม่ถูกต้อง,593,4,3,3,4,4,18,5,0,V12,V09,V code ไม่ตรง: ได้ V12 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0043-43344-5R-0C-V55-D26,ไม่ถูกต้อง,43,4,3,3,4,4,18,5,0,V55,V99,V code ไม่ตรง: ได้ V55 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0652-43444-5R-0C-V62-D26,ไม่ถูกต้อง,652,4,3,4,4,4,19,5,0,V62,V07,V code ไม่ตรง: ได้ V62 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0041-44444-5R-0C-V73-D26,ไม่ถูกต้อง,41,4,4,4,4,4,20,5,0,V73,V04,V code ไม่ตรง: ได้ V73 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0141-43344-5R-0C-V42-D26,ไม่ถูกต้อง,141,4,3,3,4,4,18,5,0,V42,V98,V code ไม่ตรง: ได้ V42 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0136-44444-5R-0C-V24-D26,ไม่ถูกต้อง,136,4,4,4,4,4,20,5,0,V24,V09,V code ไม่ตรง: ได้ V24 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0685-44344-5R-0C-V36-D26,ไม่ถูกต้อง,685,4,4,3,4,4,19,5,0,V36,V16,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V16 → อาจเป็นรหัสปลอม!
TK-0077-44444-5R-0C-V17-D26,ไม่ถูกต้อง,77,4,4,4,4,4,20,5,0,V17,V13,V code ไม่ตรง: ได้ V17 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0076-33343-5R-0C-V34-D26,ไม่ถูกต้อง,76,3,3,3,4,3,16,5,0,V34,V98,V code ไม่ตรง: ได้ V34 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0184-43343-5R-0C-V90-D26,ไม่ถูกต้อง,184,4,3,3,4,3,17,5,0,V90,V01,V code ไม่ตรง: ได้ V90 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0254-33344-6R-0C-V13-D26,ไม่ถูกต้อง,254,3,3,3,4,4,17,6,0,V13,V03,V code ไม่ตรง: ได้ V13 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0854-44444-5R-0C-V22-D26,ไม่ถูกต้อง,854,4,4,4,4,4,20,5,0,V22,V16,V code ไม่ตรง: ได้ V22 แต่ควรเป็น V16 → อาจเป็นรหัสปลอม!
TK-0127-43444-5R-0C-V89-D26,ไม่ถูกต้อง,127,4,3,4,4,4,19,5,0,V89,V04,V code ไม่ตรง: ได้ V89 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0280-44444-5R-0C-V50-D26,ไม่ถูกต้อง,280,4,4,4,4,4,20,5,0,V50,V09,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0653-43444-5R-0C-V28-D26,ไม่ถูกต้อง,653,4,3,4,4,4,19,5,0,V28,V08,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0082-43343-5R-0C-V23-D26,ไม่ถูกต้อง,82,4,3,3,4,3,17,5,0,V23,V98,V code ไม่ตรง: ได้ V23 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0135-44444-5R-0C-V31-D26,ไม่ถูกต้อง,135,4,4,4,4,4,20,5,0,V31,V08,V code ไม่ตรง: ได้ V31 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0203-43344-5R-0C-V50-D26,ไม่ถูกต้อง,203,4,3,3,4,4,18,5,0,V50,V97,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0141-43443-5R-0C-V25-D26,ไม่ถูกต้อง,141,4,3,4,4,3,18,5,0,V25,V96,V code ไม่ตรง: ได้ V25 แต่ควรเป็น V96 → อาจเป็นรหัสปลอม!
TK-0146-43344-5R-0C-V82-D26,ไม่ถูกต้อง,146,4,3,3,4,4,18,5,0,V82,V03,V code ไม่ตรง: ได้ V82 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0530-33343-5R-0C-V44-D26,ไม่ถูกต้อง,530,3,3,3,4,3,16,5,0,V44,V93,V code ไม่ตรง: ได้ V44 แต่ควรเป็น V93 → อาจเป็นรหัสปลอม!
TK-0629-44344-5R-0C-V28-D26,ไม่ถูกต้อง,629,4,4,3,4,4,19,5,0,V28,V14,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0060-33343-5R-0C-V16-D26,ไม่ถูกต้อง,60,3,3,3,4,3,16,5,0,V16,V91,V code ไม่ตรง: ได้ V16 แต่ควรเป็น V91 → อาจเป็นรหัสปลอม!
TK-0062-43434-5R-0C-V28-D26,ไม่ถูกต้อง,62,4,3,4,3,4,18,5,0,V28,V95,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V95 → อาจเป็นรหัสปลอม!
TK-0099-43444-5R-0C-V60-D26,ไม่ถูกต้อง,99,4,3,4,4,4,19,5,0,V60,V12,V code ไม่ตรง: ได้ V60 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0267-43444-5R-0C-V19-D26,ไม่ถูกต้อง,267,4,3,4,4,4,19,5,0,V19,V09,V code ไม่ตรง: ได้ V19 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0042-44444-6R-0C-V00-D26,ไม่ถูกต้อง,42,4,4,4,4,4,20,6,0,V00,V08,V code ไม่ตรง: ได้ V00 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0280-44444-5R-0C-V62-D26,ไม่ถูกต้อง,280,4,4,4,4,4,20,5,0,V62,V09,V code ไม่ตรง: ได้ V62 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0122-43434-5R-0C-V78-D26,ไม่ถูกต้อง,122,4,3,4,3,4,18,5,0,V78,V92,V code ไม่ตรง: ได้ V78 แต่ควรเป็น V92 → อาจเป็นรหัสปลอม!
